input_0,input_1,input_2,input_3,input_4,output_0,output_1,output_2,output_3,output_4,seq_id,rain_category
1980176,1980161,1980143,1980122,1980097,1980079,1980061,1980043,1980025,1980007,161,3.6
1980161,1980143,1980122,1980097,1980079,1980061,1980043,1980025,1980007,1979986,161,3.5
1980143,1980122,1980097,1980079,1980061,1980043,1980025,1980007,1979986,1979971,161,3.4
1980122,1980097,1980079,1980061,1980043,1980025,1980007,1979986,1979971,1979953,161,3.3
1980097,1980079,1980061,1980043,1980025,1980007,1979986,1979971,1979953,1979935,161,3.2
1980079,1980061,1980043,1980025,1980007,1979986,1979971,1979953,1979935,1979917,161,3.1
1977991,1977973,1977952,1977937,1977909,1977891,1977873,1977855,1977839,1977818,161,3.1
1977973,1977952,1977937,1977909,1977891,1977873,1977855,1977839,1977818,1977801,161,3.1
1977952,1977937,1977909,1977891,1977873,1977855,1977839,1977818,1977801,1977783,161,3.1
1977937,1977909,1977891,1977873,1977855,1977839,1977818,1977801,1977783,1977765,161,3.1
1977909,1977891,1977873,1977855,1977839,1977818,1977801,1977783,1977765,1977747,161,3.1
1977891,1977873,1977855,1977839,1977818,1977801,1977783,1977765,1977747,1977719,161,3.2
1977873,1977855,1977839,1977818,1977801,1977783,1977765,1977747,1977719,1977701,161,3.2
1977855,1977839,1977818,1977801,1977783,1977765,1977747,1977719,1977701,1977683,161,3.3
1977839,1977818,1977801,1977783,1977765,1977747,1977719,1977701,1977683,1977665,161,3.4
1977818,1977801,1977783,1977765,1977747,1977719,1977701,1977683,1977665,1977644,161,3.5
1977801,1977783,1977765,1977747,1977719,1977701,1977683,1977665,1977644,1977629,161,3.5
1977783,1977765,1977747,1977719,1977701,1977683,1977665,1977644,1977629,1977608,161,3.6
1977765,1977747,1977719,1977701,1977683,1977665,1977644,1977629,1977608,1977590,161,3.7
1977747,1977719,1977701,1977683,1977665,1977644,1977629,1977608,1977590,1977575,161,3.8
1977719,1977701,1977683,1977665,1977644,1977629,1977608,1977590,1977575,1977557,161,3.9
1977701,1977683,1977665,1977644,1977629,1977608,1977590,1977575,1977557,1977539,161,3.9
1977683,1977665,1977644,1977629,1977608,1977590,1977575,1977557,1977539,1977518,161,4.0
1977665,1977644,1977629,1977608,1977590,1977575,1977557,1977539,1977518,1977490,161,4.0
1977644,1977629,1977608,1977590,1977575,1977557,1977539,1977518,1977490,1977475,161,4.0
1977629,1977608,1977590,1977575,1977557,1977539,1977518,1977490,1977475,1977457,161,4.0
1977608,1977590,1977575,1977557,1977539,1977518,1977490,1977475,1977457,1977439,161,4.0
1977590,1977575,1977557,1977539,1977518,1977490,1977475,1977457,1977439,1977421,161,4.0
1977575,1977557,1977539,1977518,1977490,1977475,1977457,1977439,1977421,1977400,161,4.0
1977557,1977539,1977518,1977490,1977475,1977457,1977439,1977421,1977400,1977382,161,4.0
1977539,1977518,1977490,1977475,1977457,1977439,1977421,1977400,1977382,1977364,161,4.0
1977518,1977490,1977475,1977457,1977439,1977421,1977400,1977382,1977364,1977346,161,4.0
1977490,1977475,1977457,1977439,1977421,1977400,1977382,1977364,1977346,1977331,161,4.0
1977475,1977457,1977439,1977421,1977400,1977382,1977364,1977346,1977331,1977313,161,4.0
1977457,1977439,1977421,1977400,1977382,1977364,1977346,1977331,1977313,1977295,161,4.0
1977439,1977421,1977400,1977382,1977364,1977346,1977331,1977313,1977295,1977267,161,4.0
1977421,1977400,1977382,1977364,1977346,1977331,1977313,1977295,1977267,1977246,161,4.0
1977400,1977382,1977364,1977346,1977331,1977313,1977295,1977267,1977246,1977231,161,4.0
1977382,1977364,1977346,1977331,1977313,1977295,1977267,1977246,1977231,1977213,161,4.0
1977364,1977346,1977331,1977313,1977295,1977267,1977246,1977231,1977213,1977192,161,4.0
1977346,1977331,1977313,1977295,1977267,1977246,1977231,1977213,1977192,1977174,161,4.0
1977331,1977313,1977295,1977267,1977246,1977231,1977213,1977192,1977174,1977159,161,4.0
1977313,1977295,1977267,1977246,1977231,1977213,1977192,1977174,1977159,1977138,161,4.0
1977295,1977267,1977246,1977231,1977213,1977192,1977174,1977159,1977138,1977125,161,4.0
1977267,1977246,1977231,1977213,1977192,1977174,1977159,1977138,1977125,1977102,161,4.0
1977246,1977231,1977213,1977192,1977174,1977159,1977138,1977125,1977102,1977087,161,4.0
1977231,1977213,1977192,1977174,1977159,1977138,1977125,1977102,1977087,1977066,161,4.0
1977213,1977192,1977174,1977159,1977138,1977125,1977102,1977087,1977066,1977041,161,4.0
1977192,1977174,1977159,1977138,1977125,1977102,1977087,1977066,1977041,1977023,161,4.0
1977174,1977159,1977138,1977125,1977102,1977087,1977066,1977041,1977023,1977005,161,4.0
1977159,1977138,1977125,1977102,1977087,1977066,1977041,1977023,1977005,1976987,161,4.0
1977138,1977125,1977102,1977087,1977066,1977041,1977023,1977005,1976987,1976969,161,4.0
1977125,1977102,1977087,1977066,1977041,1977023,1977005,1976987,1976969,1976951,161,4.0
1977102,1977087,1977066,1977041,1977023,1977005,1976987,1976969,1976951,1976930,161,4.0
1977087,1977066,1977041,1977023,1977005,1976987,1976969,1976951,1976930,1976915,161,4.0
1977066,1977041,1977023,1977005,1976987,1976969,1976951,1976930,1976915,1976897,161,4.0
1977041,1977023,1977005,1976987,1976969,1976951,1976930,1976915,1976897,1976879,161,4.0
1977023,1977005,1976987,1976969,1976951,1976930,1976915,1976897,1976879,1976861,161,4.0
1977005,1976987,1976969,1976951,1976930,1976915,1976897,1976879,1976861,1976840,161,4.0
1976987,1976969,1976951,1976930,1976915,1976897,1976879,1976861,1976840,1976814,161,4.0
1976969,1976951,1976930,1976915,1976897,1976879,1976861,1976840,1976814,1976794,161,4.0
1976951,1976930,1976915,1976897,1976879,1976861,1976840,1976814,1976794,1976779,161,4.0
1976930,1976915,1976897,1976879,1976861,1976840,1976814,1976794,1976779,1976761,161,4.0
1976915,1976897,1976879,1976861,1976840,1976814,1976794,1976779,1976761,1976743,161,4.0
1976897,1976879,1976861,1976840,1976814,1976794,1976779,1976761,1976743,1976722,161,4.0
1976879,1976861,1976840,1976814,1976794,1976779,1976761,1976743,1976722,1976707,161,4.0
1976861,1976840,1976814,1976794,1976779,1976761,1976743,1976722,1976707,1976686,161,4.0
1976840,1976814,1976794,1976779,1976761,1976743,1976722,1976707,1976686,1976671,161,4.0
1976814,1976794,1976779,1976761,1976743,1976722,1976707,1976686,1976671,1976653,161,4.0
1976794,1976779,1976761,1976743,1976722,1976707,1976686,1976671,1976653,1976632,161,4.0
1976779,1976761,1976743,1976722,1976707,1976686,1976671,1976653,1976632,1976604,161,4.0
1976761,1976743,1976722,1976707,1976686,1976671,1976653,1976632,1976604,1976589,161,4.0
1976743,1976722,1976707,1976686,1976671,1976653,1976632,1976604,1976589,1976571,161,4.0
1976722,1976707,1976686,1976671,1976653,1976632,1976604,1976589,1976571,1976554,161,4.0
1976707,1976686,1976671,1976653,1976632,1976604,1976589,1976571,1976554,1976530,161,4.0
1976686,1976671,1976653,1976632,1976604,1976589,1976571,1976554,1976530,1976514,161,4.0
1976671,1976653,1976632,1976604,1976589,1976571,1976554,1976530,1976514,1976496,161,4.0
1976653,1976632,1976604,1976589,1976571,1976554,1976530,1976514,1976496,1976478,161,4.0
1976632,1976604,1976589,1976571,1976554,1976530,1976514,1976496,1976478,1976462,161,4.0
1976604,1976589,1976571,1976554,1976530,1976514,1976496,1976478,1976462,1976439,161,4.0
1976589,1976571,1976554,1976530,1976514,1976496,1976478,1976462,1976439,1976424,161,4.0
1976571,1976554,1976530,1976514,1976496,1976478,1976462,1976439,1976424,1976396,161,4.0
1976554,1976530,1976514,1976496,1976478,1976462,1976439,1976424,1976396,1976378,161,4.0
1976530,1976514,1976496,1976478,1976462,1976439,1976424,1976396,1976378,1976360,161,4.0
1976514,1976496,1976478,1976462,1976439,1976424,1976396,1976378,1976360,1976342,161,4.0
1976496,1976478,1976462,1976439,1976424,1976396,1976378,1976360,1976342,1976324,161,4.0
1976478,1976462,1976439,1976424,1976396,1976378,1976360,1976342,1976324,1976306,161,3.9
1976462,1976439,1976424,1976396,1976378,1976360,1976342,1976324,1976306,1976288,161,3.8
1976439,1976424,1976396,1976378,1976360,1976342,1976324,1976306,1976288,1976270,161,3.7
1976424,1976396,1976378,1976360,1976342,1976324,1976306,1976288,1976270,1976252,161,3.6
1976396,1976378,1976360,1976342,1976324,1976306,1976288,1976270,1976252,1976234,161,3.5
1976378,1976360,1976342,1976324,1976306,1976288,1976270,1976252,1976234,1976218,161,3.4
1976360,1976342,1976324,1976306,1976288,1976270,1976252,1976234,1976218,1976190,161,3.3
1976342,1976324,1976306,1976288,1976270,1976252,1976234,1976218,1976190,1976172,161,3.2
1976324,1976306,1976288,1976270,1976252,1976234,1976218,1976190,1976172,1976149,161,3.1
1975205,1975187,1975169,1975153,1975125,1975107,1975087,1975069,1975051,1975033,162,3.1
1975187,1975169,1975153,1975125,1975107,1975087,1975069,1975051,1975033,1975017,162,3.2
1975169,1975153,1975125,1975107,1975087,1975069,1975051,1975033,1975017,1974999,162,3.3
1975153,1975125,1975107,1975087,1975069,1975051,1975033,1975017,1974999,1974969,162,3.4
1975125,1975107,1975087,1975069,1975051,1975033,1975017,1974999,1974969,1974951,162,3.5
1975107,1975087,1975069,1975051,1975033,1975017,1974999,1974969,1974951,1974933,162,3.6
1975087,1975069,1975051,1975033,1975017,1974999,1974969,1974951,1974933,1974915,162,3.7
1975069,1975051,1975033,1975017,1974999,1974969,1974951,1974933,1974915,1974897,162,3.8
1975051,1975033,1975017,1974999,1974969,1974951,1974933,1974915,1974897,1974879,162,3.9
1975033,1975017,1974999,1974969,1974951,1974933,1974915,1974897,1974879,1974861,162,4.0
1975017,1974999,1974969,1974951,1974933,1974915,1974897,1974879,1974861,1974843,162,4.0
1974999,1974969,1974951,1974933,1974915,1974897,1974879,1974861,1974843,1974822,162,4.0
1974969,1974951,1974933,1974915,1974897,1974879,1974861,1974843,1974822,1974807,162,4.0
1974951,1974933,1974915,1974897,1974879,1974861,1974843,1974822,1974807,1974789,162,4.0
1974933,1974915,1974897,1974879,1974861,1974843,1974822,1974807,1974789,1974771,162,4.0
1974915,1974897,1974879,1974861,1974843,1974822,1974807,1974789,1974771,1974745,162,4.0
1974897,1974879,1974861,1974843,1974822,1974807,1974789,1974771,1974745,1974725,162,4.0
1974879,1974861,1974843,1974822,1974807,1974789,1974771,1974745,1974725,1974704,162,4.0
1974861,1974843,1974822,1974807,1974789,1974771,1974745,1974725,1974704,1974691,162,4.0
1974843,1974822,1974807,1974789,1974771,1974745,1974725,1974704,1974691,1974671,162,4.0
1974822,1974807,1974789,1974771,1974745,1974725,1974704,1974691,1974671,1974650,162,4.0
1974807,1974789,1974771,1974745,1974725,1974704,1974691,1974671,1974650,1974632,162,4.0
1974789,1974771,1974745,1974725,1974704,1974691,1974671,1974650,1974632,1974614,162,4.0
1974771,1974745,1974725,1974704,1974691,1974671,1974650,1974632,1974614,1974599,162,4.0
1974745,1974725,1974704,1974691,1974671,1974650,1974632,1974614,1974599,1974578,162,4.0
1974725,1974704,1974691,1974671,1974650,1974632,1974614,1974599,1974578,1974560,162,4.0
1974704,1974691,1974671,1974650,1974632,1974614,1974599,1974578,1974560,1974535,162,4.0
1974691,1974671,1974650,1974632,1974614,1974599,1974578,1974560,1974535,1974517,162,4.0
1974671,1974650,1974632,1974614,1974599,1974578,1974560,1974535,1974517,1974499,162,4.0
1974650,1974632,1974614,1974599,1974578,1974560,1974535,1974517,1974499,1974483,162,4.0
1974632,1974614,1974599,1974578,1974560,1974535,1974517,1974499,1974483,1974463,162,4.0
1974614,1974599,1974578,1974560,1974535,1974517,1974499,1974483,1974463,1974445,162,4.0
1974599,1974578,1974560,1974535,1974517,1974499,1974483,1974463,1974445,1974427,162,4.0
1974578,1974560,1974535,1974517,1974499,1974483,1974463,1974445,1974427,1974409,162,4.0
1974560,1974535,1974517,1974499,1974483,1974463,1974445,1974427,1974409,1974391,162,4.0
1974535,1974517,1974499,1974483,1974463,1974445,1974427,1974409,1974391,1974373,162,4.0
1974517,1974499,1974483,1974463,1974445,1974427,1974409,1974391,1974373,1974355,162,4.0
1974499,1974483,1974463,1974445,1974427,1974409,1974391,1974373,1974355,1974337,162,4.0
1974483,1974463,1974445,1974427,1974409,1974391,1974373,1974355,1974337,1974309,162,4.0
1974463,1974445,1974427,1974409,1974391,1974373,1974355,1974337,1974309,1974293,162,4.0
1974445,1974427,1974409,1974391,1974373,1974355,1974337,1974309,1974293,1974275,162,4.0
1974427,1974409,1974391,1974373,1974355,1974337,1974309,1974293,1974275,1974255,162,4.0
1974409,1974391,1974373,1974355,1974337,1974309,1974293,1974275,1974255,1974237,162,4.0
1974391,1974373,1974355,1974337,1974309,1974293,1974275,1974255,1974237,1974219,162,4.0
1974373,1974355,1974337,1974309,1974293,1974275,1974255,1974237,1974219,1974203,162,4.0
1974355,1974337,1974309,1974293,1974275,1974255,1974237,1974219,1974203,1974182,162,4.0
1974337,1974309,1974293,1974275,1974255,1974237,1974219,1974203,1974182,1974167,162,4.0
1974309,1974293,1974275,1974255,1974237,1974219,1974203,1974182,1974167,1974139,162,4.0
1974293,1974275,1974255,1974237,1974219,1974203,1974182,1974167,1974139,1974119,162,4.0
1974275,1974255,1974237,1974219,1974203,1974182,1974167,1974139,1974119,1974101,162,4.0
1974255,1974237,1974219,1974203,1974182,1974167,1974139,1974119,1974101,1974083,162,4.0
1974237,1974219,1974203,1974182,1974167,1974139,1974119,1974101,1974083,1974065,162,4.0
1974219,1974203,1974182,1974167,1974139,1974119,1974101,1974083,1974065,1974049,162,4.0
1974203,1974182,1974167,1974139,1974119,1974101,1974083,1974065,1974049,1974028,162,4.0
1974182,1974167,1974139,1974119,1974101,1974083,1974065,1974049,1974028,1974013,162,4.0
1974167,1974139,1974119,1974101,1974083,1974065,1974049,1974028,1974013,1973985,162,4.0
1974139,1974119,1974101,1974083,1974065,1974049,1974028,1974013,1973985,1973967,162,4.0
1974119,1974101,1974083,1974065,1974049,1974028,1974013,1973985,1973967,1973949,162,4.0
1974101,1974083,1974065,1974049,1974028,1974013,1973985,1973967,1973949,1973931,162,4.0
1974083,1974065,1974049,1974028,1974013,1973985,1973967,1973949,1973931,1973913,162,4.0
1974065,1974049,1974028,1974013,1973985,1973967,1973949,1973931,1973913,1973895,162,4.0
1974049,1974028,1974013,1973985,1973967,1973949,1973931,1973913,1973895,1973867,162,4.0
1974028,1974013,1973985,1973967,1973949,1973931,1973913,1973895,1973867,1973849,162,4.0
1974013,1973985,1973967,1973949,1973931,1973913,1973895,1973867,1973849,1973831,162,4.0
1973985,1973967,1973949,1973931,1973913,1973895,1973867,1973849,1973831,1973813,162,4.0
1973967,1973949,1973931,1973913,1973895,1973867,1973849,1973831,1973813,1973795,162,4.0
1973949,1973931,1973913,1973895,1973867,1973849,1973831,1973813,1973795,1973777,162,4.0
1973931,1973913,1973895,1973867,1973849,1973831,1973813,1973795,1973777,1973747,162,3.9
1973913,1973895,1973867,1973849,1973831,1973813,1973795,1973777,1973747,1973729,162,3.8
1973895,1973867,1973849,1973831,1973813,1973795,1973777,1973747,1973729,1973711,162,3.7
1973867,1973849,1973831,1973813,1973795,1973777,1973747,1973729,1973711,1973693,162,3.6
1973849,1973831,1973813,1973795,1973777,1973747,1973729,1973711,1973693,1973675,162,3.5
1973831,1973813,1973795,1973777,1973747,1973729,1973711,1973693,1973675,1973657,162,3.4
1973813,1973795,1973777,1973747,1973729,1973711,1973693,1973675,1973657,1973639,162,3.3
1973795,1973777,1973747,1973729,1973711,1973693,1973675,1973657,1973639,1973621,162,3.2
1973777,1973747,1973729,1973711,1973693,1973675,1973657,1973639,1973621,1973605,162,3.1
1972643,1972625,1972606,1972591,1972573,1972553,1972535,1972517,1972491,1972470,162,3.1
1972625,1972606,1972591,1972573,1972553,1972535,1972517,1972491,1972470,1972452,162,3.2
1972606,1972591,1972573,1972553,1972535,1972517,1972491,1972470,1972452,1972437,162,3.3
1972591,1972573,1972553,1972535,1972517,1972491,1972470,1972452,1972437,1972419,162,3.4
1972573,1972553,1972535,1972517,1972491,1972470,1972452,1972437,1972419,1972399,162,3.5
1972553,1972535,1972517,1972491,1972470,1972452,1972437,1972419,1972399,1972381,162,3.6
1972535,1972517,1972491,1972470,1972452,1972437,1972419,1972399,1972381,1972355,162,3.7
1972517,1972491,1972470,1972452,1972437,1972419,1972399,1972381,1972355,1972332,162,3.8
1972491,1972470,1972452,1972437,1972419,1972399,1972381,1972355,1972332,1972314,162,3.9
1972470,1972452,1972437,1972419,1972399,1972381,1972355,1972332,1972314,1972299,162,4.0
1972452,1972437,1972419,1972399,1972381,1972355,1972332,1972314,1972299,1972278,162,4.0
1972437,1972419,1972399,1972381,1972355,1972332,1972314,1972299,1972278,1972263,162,4.0
1972419,1972399,1972381,1972355,1972332,1972314,1972299,1972278,1972263,1972245,162,4.0
1972399,1972381,1972355,1972332,1972314,1972299,1972278,1972263,1972245,1972224,162,4.0
1972381,1972355,1972332,1972314,1972299,1972278,1972263,1972245,1972224,1972209,162,4.0
1972355,1972332,1972314,1972299,1972278,1972263,1972245,1972224,1972209,1972191,162,4.0
1972332,1972314,1972299,1972278,1972263,1972245,1972224,1972209,1972191,1972173,162,4.0
1972314,1972299,1972278,1972263,1972245,1972224,1972209,1972191,1972173,1972152,162,4.0
1972299,1972278,1972263,1972245,1972224,1972209,1972191,1972173,1972152,1972124,162,4.0
1972278,1972263,1972245,1972224,1972209,1972191,1972173,1972152,1972124,1972103,162,4.0
1972263,1972245,1972224,1972209,1972191,1972173,1972152,1972124,1972103,1972088,162,4.0
1972245,1972224,1972209,1972191,1972173,1972152,1972124,1972103,1972088,1972070,162,4.0
1972224,1972209,1972191,1972173,1972152,1972124,1972103,1972088,1972070,1972052,162,4.0
1972209,1972191,1972173,1972152,1972124,1972103,1972088,1972070,1972052,1972031,162,4.0
1972191,1972173,1972152,1972124,1972103,1972088,1972070,1972052,1972031,1972013,162,4.0
1972173,1972152,1972124,1972103,1972088,1972070,1972052,1972031,1972013,1971995,162,4.0
1972152,1972124,1972103,1972088,1972070,1972052,1972031,1972013,1971995,1971980,162,4.0
1972124,1972103,1972088,1972070,1972052,1972031,1972013,1971995,1971980,1971959,162,4.0
1972103,1972088,1972070,1972052,1972031,1972013,1971995,1971980,1971959,1971944,162,4.0
1972088,1972070,1972052,1972031,1972013,1971995,1971980,1971959,1971944,1971916,162,4.0
1972070,1972052,1972031,1972013,1971995,1971980,1971959,1971944,1971916,1971895,162,4.0
1972052,1972031,1972013,1971995,1971980,1971959,1971944,1971916,1971895,1971880,162,4.0
1972031,1972013,1971995,1971980,1971959,1971944,1971916,1971895,1971880,1971862,162,4.0
1972013,1971995,1971980,1971959,1971944,1971916,1971895,1971880,1971862,1971844,162,4.0
1971995,1971980,1971959,1971944,1971916,1971895,1971880,1971862,1971844,1971826,162,4.0
1971980,1971959,1971944,1971916,1971895,1971880,1971862,1971844,1971826,1971808,162,4.0
1971959,1971944,1971916,1971895,1971880,1971862,1971844,1971826,1971808,1971787,162,4.0
1971944,1971916,1971895,1971880,1971862,1971844,1971826,1971808,1971787,1971772,162,4.0
