input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,output_0,output_1,output_2,output_3,output_4,output_5,output_6,output_7,output_8,output_9,seq_id
2011389,2011371,2011353,2011335,2011317,2011289,2011271,2011253,2011235,2011217,2011389,2011371,2011353,2011335,2011317,2011289,2011271,2011253,2011235,2011217,132
2011371,2011353,2011335,2011317,2011289,2011271,2011253,2011235,2011217,2011199,2011371,2011353,2011335,2011317,2011289,2011271,2011253,2011235,2011217,2011199,132
2011353,2011335,2011317,2011289,2011271,2011253,2011235,2011217,2011199,2011178,2011353,2011335,2011317,2011289,2011271,2011253,2011235,2011217,2011199,2011178,132
2011335,2011317,2011289,2011271,2011253,2011235,2011217,2011199,2011178,2011165,2011335,2011317,2011289,2011271,2011253,2011235,2011217,2011199,2011178,2011165,132
2011317,2011289,2011271,2011253,2011235,2011217,2011199,2011178,2011165,2011145,2011317,2011289,2011271,2011253,2011235,2011217,2011199,2011178,2011165,2011145,132
2011289,2011271,2011253,2011235,2011217,2011199,2011178,2011165,2011145,2011127,2011289,2011271,2011253,2011235,2011217,2011199,2011178,2011165,2011145,2011127,132
2011271,2011253,2011235,2011217,2011199,2011178,2011165,2011145,2011127,2011109,2011271,2011253,2011235,2011217,2011199,2011178,2011165,2011145,2011127,2011109,132
2011253,2011235,2011217,2011199,2011178,2011165,2011145,2011127,2011109,2011091,2011253,2011235,2011217,2011199,2011178,2011165,2011145,2011127,2011109,2011091,132
2011235,2011217,2011199,2011178,2011165,2011145,2011127,2011109,2011091,2011063,2011235,2011217,2011199,2011178,2011165,2011145,2011127,2011109,2011091,2011063,132
2011217,2011199,2011178,2011165,2011145,2011127,2011109,2011091,2011063,2011045,2011217,2011199,2011178,2011165,2011145,2011127,2011109,2011091,2011063,2011045,132
2011199,2011178,2011165,2011145,2011127,2011109,2011091,2011063,2011045,2011027,2011199,2011178,2011165,2011145,2011127,2011109,2011091,2011063,2011045,2011027,132
2011178,2011165,2011145,2011127,2011109,2011091,2011063,2011045,2011027,2011009,2011178,2011165,2011145,2011127,2011109,2011091,2011063,2011045,2011027,2011009,132
2011165,2011145,2011127,2011109,2011091,2011063,2011045,2011027,2011009,2010991,2011165,2011145,2011127,2011109,2011091,2011063,2011045,2011027,2011009,2010991,132
2011145,2011127,2011109,2011091,2011063,2011045,2011027,2011009,2010991,2010973,2011145,2011127,2011109,2011091,2011063,2011045,2011027,2011009,2010991,2010973,132
2011127,2011109,2011091,2011063,2011045,2011027,2011009,2010991,2010973,2010955,2011127,2011109,2011091,2011063,2011045,2011027,2011009,2010991,2010973,2010955,132
2011109,2011091,2011063,2011045,2011027,2011009,2010991,2010973,2010955,2010937,2011109,2011091,2011063,2011045,2011027,2011009,2010991,2010973,2010955,2010937,132
2011091,2011063,2011045,2011027,2011009,2010991,2010973,2010955,2010937,2010919,2011091,2011063,2011045,2011027,2011009,2010991,2010973,2010955,2010937,2010919,132
2011063,2011045,2011027,2011009,2010991,2010973,2010955,2010937,2010919,2010901,2011063,2011045,2011027,2011009,2010991,2010973,2010955,2010937,2010919,2010901,132
2011045,2011027,2011009,2010991,2010973,2010955,2010937,2010919,2010901,2010883,2011045,2011027,2011009,2010991,2010973,2010955,2010937,2010919,2010901,2010883,132
2011027,2011009,2010991,2010973,2010955,2010937,2010919,2010901,2010883,2010865,2011027,2011009,2010991,2010973,2010955,2010937,2010919,2010901,2010883,2010865,132
2011009,2010991,2010973,2010955,2010937,2010919,2010901,2010883,2010865,2010837,2011009,2010991,2010973,2010955,2010937,2010919,2010901,2010883,2010865,2010837,132
2010991,2010973,2010955,2010937,2010919,2010901,2010883,2010865,2010837,2010819,2010991,2010973,2010955,2010937,2010919,2010901,2010883,2010865,2010837,2010819,132
2010973,2010955,2010937,2010919,2010901,2010883,2010865,2010837,2010819,2010801,2010973,2010955,2010937,2010919,2010901,2010883,2010865,2010837,2010819,2010801,132
2010955,2010937,2010919,2010901,2010883,2010865,2010837,2010819,2010801,2010783,2010955,2010937,2010919,2010901,2010883,2010865,2010837,2010819,2010801,2010783,132
2010937,2010919,2010901,2010883,2010865,2010837,2010819,2010801,2010783,2010767,2010937,2010919,2010901,2010883,2010865,2010837,2010819,2010801,2010783,2010767,132
2010919,2010901,2010883,2010865,2010837,2010819,2010801,2010783,2010767,2010747,2010919,2010901,2010883,2010865,2010837,2010819,2010801,2010783,2010767,2010747,132
2010901,2010883,2010865,2010837,2010819,2010801,2010783,2010767,2010747,2010729,2010901,2010883,2010865,2010837,2010819,2010801,2010783,2010767,2010747,2010729,132
2010883,2010865,2010837,2010819,2010801,2010783,2010767,2010747,2010729,2010708,2010883,2010865,2010837,2010819,2010801,2010783,2010767,2010747,2010729,2010708,132
2010865,2010837,2010819,2010801,2010783,2010767,2010747,2010729,2010708,2010693,2010865,2010837,2010819,2010801,2010783,2010767,2010747,2010729,2010708,2010693,132
2010837,2010819,2010801,2010783,2010767,2010747,2010729,2010708,2010693,2010675,2010837,2010819,2010801,2010783,2010767,2010747,2010729,2010708,2010693,2010675,132
2010819,2010801,2010783,2010767,2010747,2010729,2010708,2010693,2010675,2010657,2010819,2010801,2010783,2010767,2010747,2010729,2010708,2010693,2010675,2010657,132
2010801,2010783,2010767,2010747,2010729,2010708,2010693,2010675,2010657,2010639,2010801,2010783,2010767,2010747,2010729,2010708,2010693,2010675,2010657,2010639,132
2010783,2010767,2010747,2010729,2010708,2010693,2010675,2010657,2010639,2010611,2010783,2010767,2010747,2010729,2010708,2010693,2010675,2010657,2010639,2010611,132
2010767,2010747,2010729,2010708,2010693,2010675,2010657,2010639,2010611,2010593,2010767,2010747,2010729,2010708,2010693,2010675,2010657,2010639,2010611,2010593,132
2010747,2010729,2010708,2010693,2010675,2010657,2010639,2010611,2010593,2010575,2010747,2010729,2010708,2010693,2010675,2010657,2010639,2010611,2010593,2010575,132
2010729,2010708,2010693,2010675,2010657,2010639,2010611,2010593,2010575,2010557,2010729,2010708,2010693,2010675,2010657,2010639,2010611,2010593,2010575,2010557,132
2010708,2010693,2010675,2010657,2010639,2010611,2010593,2010575,2010557,2010541,2010708,2010693,2010675,2010657,2010639,2010611,2010593,2010575,2010557,2010541,132
2010693,2010675,2010657,2010639,2010611,2010593,2010575,2010557,2010541,2010521,2010693,2010675,2010657,2010639,2010611,2010593,2010575,2010557,2010541,2010521,132
2010675,2010657,2010639,2010611,2010593,2010575,2010557,2010541,2010521,2010503,2010675,2010657,2010639,2010611,2010593,2010575,2010557,2010541,2010521,2010503,132
2010657,2010639,2010611,2010593,2010575,2010557,2010541,2010521,2010503,2010485,2010657,2010639,2010611,2010593,2010575,2010557,2010541,2010521,2010503,2010485,132
2010639,2010611,2010593,2010575,2010557,2010541,2010521,2010503,2010485,2010467,2010639,2010611,2010593,2010575,2010557,2010541,2010521,2010503,2010485,2010467,132
2010611,2010593,2010575,2010557,2010541,2010521,2010503,2010485,2010467,2010449,2010611,2010593,2010575,2010557,2010541,2010521,2010503,2010485,2010467,2010449,132
2010593,2010575,2010557,2010541,2010521,2010503,2010485,2010467,2010449,2010431,2010593,2010575,2010557,2010541,2010521,2010503,2010485,2010467,2010449,2010431,132
2010575,2010557,2010541,2010521,2010503,2010485,2010467,2010449,2010431,2010415,2010575,2010557,2010541,2010521,2010503,2010485,2010467,2010449,2010431,2010415,132
2010557,2010541,2010521,2010503,2010485,2010467,2010449,2010431,2010415,2010387,2010557,2010541,2010521,2010503,2010485,2010467,2010449,2010431,2010415,2010387,132
2010541,2010521,2010503,2010485,2010467,2010449,2010431,2010415,2010387,2010367,2010541,2010521,2010503,2010485,2010467,2010449,2010431,2010415,2010387,2010367,132
2010521,2010503,2010485,2010467,2010449,2010431,2010415,2010387,2010367,2010349,2010521,2010503,2010485,2010467,2010449,2010431,2010415,2010387,2010367,2010349,132
2010503,2010485,2010467,2010449,2010431,2010415,2010387,2010367,2010349,2010331,2010503,2010485,2010467,2010449,2010431,2010415,2010387,2010367,2010349,2010331,132
2010485,2010467,2010449,2010431,2010415,2010387,2010367,2010349,2010331,2010313,2010485,2010467,2010449,2010431,2010415,2010387,2010367,2010349,2010331,2010313,132
2010467,2010449,2010431,2010415,2010387,2010367,2010349,2010331,2010313,2010295,2010467,2010449,2010431,2010415,2010387,2010367,2010349,2010331,2010313,2010295,132
2010449,2010431,2010415,2010387,2010367,2010349,2010331,2010313,2010295,2010277,2010449,2010431,2010415,2010387,2010367,2010349,2010331,2010313,2010295,2010277,132
2010431,2010415,2010387,2010367,2010349,2010331,2010313,2010295,2010277,2010259,2010431,2010415,2010387,2010367,2010349,2010331,2010313,2010295,2010277,2010259,132
2010415,2010387,2010367,2010349,2010331,2010313,2010295,2010277,2010259,2010241,2010415,2010387,2010367,2010349,2010331,2010313,2010295,2010277,2010259,2010241,132
2010387,2010367,2010349,2010331,2010313,2010295,2010277,2010259,2010241,2010223,2010387,2010367,2010349,2010331,2010313,2010295,2010277,2010259,2010241,2010223,132
2010367,2010349,2010331,2010313,2010295,2010277,2010259,2010241,2010223,2010205,2010367,2010349,2010331,2010313,2010295,2010277,2010259,2010241,2010223,2010205,132
2010349,2010331,2010313,2010295,2010277,2010259,2010241,2010223,2010205,2010187,2010349,2010331,2010313,2010295,2010277,2010259,2010241,2010223,2010205,2010187,132
2010331,2010313,2010295,2010277,2010259,2010241,2010223,2010205,2010187,2010159,2010331,2010313,2010295,2010277,2010259,2010241,2010223,2010205,2010187,2010159,132
2010313,2010295,2010277,2010259,2010241,2010223,2010205,2010187,2010159,2010141,2010313,2010295,2010277,2010259,2010241,2010223,2010205,2010187,2010159,2010141,132
2010295,2010277,2010259,2010241,2010223,2010205,2010187,2010159,2010141,2010123,2010295,2010277,2010259,2010241,2010223,2010205,2010187,2010159,2010141,2010123,132
2010277,2010259,2010241,2010223,2010205,2010187,2010159,2010141,2010123,2010105,2010277,2010259,2010241,2010223,2010205,2010187,2010159,2010141,2010123,2010105,132
2010259,2010241,2010223,2010205,2010187,2010159,2010141,2010123,2010105,2010087,2010259,2010241,2010223,2010205,2010187,2010159,2010141,2010123,2010105,2010087,132
2010241,2010223,2010205,2010187,2010159,2010141,2010123,2010105,2010087,2010069,2010241,2010223,2010205,2010187,2010159,2010141,2010123,2010105,2010087,2010069,132
2010223,2010205,2010187,2010159,2010141,2010123,2010105,2010087,2010069,2010051,2010223,2010205,2010187,2010159,2010141,2010123,2010105,2010087,2010069,2010051,132
2010205,2010187,2010159,2010141,2010123,2010105,2010087,2010069,2010051,2010033,2010205,2010187,2010159,2010141,2010123,2010105,2010087,2010069,2010051,2010033,132
2010187,2010159,2010141,2010123,2010105,2010087,2010069,2010051,2010033,2010015,2010187,2010159,2010141,2010123,2010105,2010087,2010069,2010051,2010033,2010015,132
2010159,2010141,2010123,2010105,2010087,2010069,2010051,2010033,2010015,2009997,2010159,2010141,2010123,2010105,2010087,2010069,2010051,2010033,2010015,2009997,132
2010141,2010123,2010105,2010087,2010069,2010051,2010033,2010015,2009997,2009979,2010141,2010123,2010105,2010087,2010069,2010051,2010033,2010015,2009997,2009979,132
2010123,2010105,2010087,2010069,2010051,2010033,2010015,2009997,2009979,2009961,2010123,2010105,2010087,2010069,2010051,2010033,2010015,2009997,2009979,2009961,132
2010105,2010087,2010069,2010051,2010033,2010015,2009997,2009979,2009961,2009933,2010105,2010087,2010069,2010051,2010033,2010015,2009997,2009979,2009961,2009933,132
2010087,2010069,2010051,2010033,2010015,2009997,2009979,2009961,2009933,2009915,2010087,2010069,2010051,2010033,2010015,2009997,2009979,2009961,2009933,2009915,132
2010069,2010051,2010033,2010015,2009997,2009979,2009961,2009933,2009915,2009897,2010069,2010051,2010033,2010015,2009997,2009979,2009961,2009933,2009915,2009897,132
2010051,2010033,2010015,2009997,2009979,2009961,2009933,2009915,2009897,2009879,2010051,2010033,2010015,2009997,2009979,2009961,2009933,2009915,2009897,2009879,132
2010033,2010015,2009997,2009979,2009961,2009933,2009915,2009897,2009879,2009861,2010033,2010015,2009997,2009979,2009961,2009933,2009915,2009897,2009879,2009861,132
2010015,2009997,2009979,2009961,2009933,2009915,2009897,2009879,2009861,2009843,2010015,2009997,2009979,2009961,2009933,2009915,2009897,2009879,2009861,2009843,132
2009997,2009979,2009961,2009933,2009915,2009897,2009879,2009861,2009843,2009825,2009997,2009979,2009961,2009933,2009915,2009897,2009879,2009861,2009843,2009825,132
2009979,2009961,2009933,2009915,2009897,2009879,2009861,2009843,2009825,2009807,2009979,2009961,2009933,2009915,2009897,2009879,2009861,2009843,2009825,2009807,132
2009961,2009933,2009915,2009897,2009879,2009861,2009843,2009825,2009807,2009789,2009961,2009933,2009915,2009897,2009879,2009861,2009843,2009825,2009807,2009789,132
2009933,2009915,2009897,2009879,2009861,2009843,2009825,2009807,2009789,2009771,2009933,2009915,2009897,2009879,2009861,2009843,2009825,2009807,2009789,2009771,132
2009915,2009897,2009879,2009861,2009843,2009825,2009807,2009789,2009771,2009753,2009915,2009897,2009879,2009861,2009843,2009825,2009807,2009789,2009771,2009753,132
2009897,2009879,2009861,2009843,2009825,2009807,2009789,2009771,2009753,2009732,2009897,2009879,2009861,2009843,2009825,2009807,2009789,2009771,2009753,2009732,132
2009879,2009861,2009843,2009825,2009807,2009789,2009771,2009753,2009732,2009704,2009879,2009861,2009843,2009825,2009807,2009789,2009771,2009753,2009732,2009704,132
2009861,2009843,2009825,2009807,2009789,2009771,2009753,2009732,2009704,2009689,2009861,2009843,2009825,2009807,2009789,2009771,2009753,2009732,2009704,2009689,132
2009843,2009825,2009807,2009789,2009771,2009753,2009732,2009704,2009689,2009673,2009843,2009825,2009807,2009789,2009771,2009753,2009732,2009704,2009689,2009673,132
2009825,2009807,2009789,2009771,2009753,2009732,2009704,2009689,2009673,2009653,2009825,2009807,2009789,2009771,2009753,2009732,2009704,2009689,2009673,2009653,132
2009807,2009789,2009771,2009753,2009732,2009704,2009689,2009673,2009653,2009635,2009807,2009789,2009771,2009753,2009732,2009704,2009689,2009673,2009653,2009635,132
2009789,2009771,2009753,2009732,2009704,2009689,2009673,2009653,2009635,2009617,2009789,2009771,2009753,2009732,2009704,2009689,2009673,2009653,2009635,2009617,132
2009771,2009753,2009732,2009704,2009689,2009673,2009653,2009635,2009617,2009601,2009771,2009753,2009732,2009704,2009689,2009673,2009653,2009635,2009617,2009601,132
2009753,2009732,2009704,2009689,2009673,2009653,2009635,2009617,2009601,2009581,2009753,2009732,2009704,2009689,2009673,2009653,2009635,2009617,2009601,2009581,132
2009732,2009704,2009689,2009673,2009653,2009635,2009617,2009601,2009581,2009563,2009732,2009704,2009689,2009673,2009653,2009635,2009617,2009601,2009581,2009563,132
2009704,2009689,2009673,2009653,2009635,2009617,2009601,2009581,2009563,2009545,2009704,2009689,2009673,2009653,2009635,2009617,2009601,2009581,2009563,2009545,132
2009689,2009673,2009653,2009635,2009617,2009601,2009581,2009563,2009545,2009527,2009689,2009673,2009653,2009635,2009617,2009601,2009581,2009563,2009545,2009527,132
2009673,2009653,2009635,2009617,2009601,2009581,2009563,2009545,2009527,2009509,2009673,2009653,2009635,2009617,2009601,2009581,2009563,2009545,2009527,2009509,132
2009653,2009635,2009617,2009601,2009581,2009563,2009545,2009527,2009509,2009481,2009653,2009635,2009617,2009601,2009581,2009563,2009545,2009527,2009509,2009481,132
2009635,2009617,2009601,2009581,2009563,2009545,2009527,2009509,2009481,2009463,2009635,2009617,2009601,2009581,2009563,2009545,2009527,2009509,2009481,2009463,132
2009617,2009601,2009581,2009563,2009545,2009527,2009509,2009481,2009463,2009445,2009617,2009601,2009581,2009563,2009545,2009527,2009509,2009481,2009463,2009445,132
2009601,2009581,2009563,2009545,2009527,2009509,2009481,2009463,2009445,2009427,2009601,2009581,2009563,2009545,2009527,2009509,2009481,2009463,2009445,2009427,132
2009581,2009563,2009545,2009527,2009509,2009481,2009463,2009445,2009427,2009409,2009581,2009563,2009545,2009527,2009509,2009481,2009463,2009445,2009427,2009409,132
2009563,2009545,2009527,2009509,2009481,2009463,2009445,2009427,2009409,2009391,2009563,2009545,2009527,2009509,2009481,2009463,2009445,2009427,2009409,2009391,132
2009545,2009527,2009509,2009481,2009463,2009445,2009427,2009409,2009391,2009373,2009545,2009527,2009509,2009481,2009463,2009445,2009427,2009409,2009391,2009373,132
2009527,2009509,2009481,2009463,2009445,2009427,2009409,2009391,2009373,2009355,2009527,2009509,2009481,2009463,2009445,2009427,2009409,2009391,2009373,2009355,132
2009509,2009481,2009463,2009445,2009427,2009409,2009391,2009373,2009355,2009337,2009509,2009481,2009463,2009445,2009427,2009409,2009391,2009373,2009355,2009337,132
2009481,2009463,2009445,2009427,2009409,2009391,2009373,2009355,2009337,2009319,2009481,2009463,2009445,2009427,2009409,2009391,2009373,2009355,2009337,2009319,132
2009463,2009445,2009427,2009409,2009391,2009373,2009355,2009337,2009319,2009301,2009463,2009445,2009427,2009409,2009391,2009373,2009355,2009337,2009319,2009301,132
2009445,2009427,2009409,2009391,2009373,2009355,2009337,2009319,2009301,2009283,2009445,2009427,2009409,2009391,2009373,2009355,2009337,2009319,2009301,2009283,132
2009427,2009409,2009391,2009373,2009355,2009337,2009319,2009301,2009283,2009257,2009427,2009409,2009391,2009373,2009355,2009337,2009319,2009301,2009283,2009257,132
2009409,2009391,2009373,2009355,2009337,2009319,2009301,2009283,2009257,2009237,2009409,2009391,2009373,2009355,2009337,2009319,2009301,2009283,2009257,2009237,132
